review,sentiment
"Lou Gossett, Jr. is great as 'Chappy Sinclair', a super U.S. Air Force pilot who comes to the rescue of a nice but undisciplined 'Doug Masters' (Jason Gedrick), the son of a captured pilot who is determined to borrow a couple of F-16 fighters to use in an attempt to save his Dad from a dictator (David Suchet) of an enemy overseas country.<br /><br />Better than 'Top Gun', this Air Force aviation film has excitement and lots of explosions - you know, all that cool stuff you'd want from a contemporary military adventure film.<br /><br />Cool music including Twisted Sister's Dee Snider belting out 'We're Not Gonna Take It' and King Cobra's excellent 'Never Say Die'.<br /><br />Aim High! Air Force!",positive
"THE INVADERS IS A FAST MOVING SCI-FI THRILLER STARRING BEN CROSS AND SEAN YOUNG. BEN PLAYS RENN, A TRAVELLER FROM ANOTHER GALAXY TRYING TO FIND ANNIE (PLAYED BY SEAN) WHO IS PHYSICALLY IDEAL TO HAVE HIS CHILD. THIS CHILD, IF ALLOWED TO BE BORN AND RETURNED TO HIS PLANET, MAY BE THE ONLY CHANCE FOR HIS RACE TO SURVIVE. THE ENEMY, AN ALIEN WHO HAS DESTROYED RENN'S PEOPLE, HAS ALSO FOLLOWED RENN ACROSS THE STARS TO STOP THIS BIRTH. CROSS AGAIN SHOWS GREAT RANGE FROM COMICAL BEGINNINGS AS THE ALIEN ENTERS A LOCAL BAR AND ORDERS HIS FIRST EARTHLING COCKTAIL, TO HIS RACE WITH THE ENEMY AND THE DRAMA OF WHETHER HE CAN KEEP ANNIE AND THE CHILD SHE IS CARRYING ALIVE.",positive
"Thunder Alley finds Fabian banned from NASCAR tracks after causing the death of another driver. Stanley Adams might want to put him on his team of racers, but the other drivers aren't for having him around.<br /><br />Desperate for employment Fabian hooks up with an auto stunt show owner Jan Murray who's paying him peanuts and trying to capitalize on Fabian's bad rep. He's got to take it, but Annette Funicello who's Murray's daughter provides another reason to stick around.<br /><br />The rest of the film is Fabian's struggle to get back to the NASCAR circuit while at the same time juggling both Annette and his current girl friend Diane McBain. Personally, I would have taken McBain, she has it all over Annette.<br /><br />Thunder Alley is helped by location shooting at the southern NASCAR tracks and good film footage of NASCAR racing. Not helped by a rather silly story which delves into the real reason for Fabian's problems and his rather unrealistic recovery from same.<br /><br />Still fans of NASCAR might go for this.",negative
"Your idol will deceive you in this movie. Stephen Nichols is mis-cast as a young german student still bending under his father's orders although the actor obviously looks near 40 years-old. This makes his relationship (a collection of copulation scenes, basically) to a very young looking girl all the more disturbing. The character's have no dimension and the war depiction serves only as a backdrop for this soft porn wannabe. Nichols, who is one of daytime TV's best performers shows no passion in what is to be the main interest of this movie: watching him have sex over and over with this girl. It's like watching two animals going at it. If you're a fan of this actor's talent in other projects, don't rent this for you will never view him in the same way. If, on the other hand, you want to see Stephen Nichols have an orgasm in front of the camera, you might like it: Stephen will show you his naked butt, lots of tongue work, his groaning range, but not his talent as this character who's obviously just as sex-driven and misjudging as he was for wanting to do such personal things in front of the camera. He may have found it kinky but I didn't - a BIG deception!",negative
"The famous international conductor Daniel Daréus (Michael Nyqvist) has a heart attack with his stressed busy professional life and interrupts his successful career with an early retirement. He decides to return to his hometown in the north of Sweden, from where his mother left when he was a seven year-old sensitive boy bullied by Conny and other school mates, to live a low-paced life. He buys an old school and is invited to participate in the church choir by the local Shepherd Stig (Niklas Falk), but the reluctant and shy Daniel refuses in the principle. However, he gets involved with the community and feels attracted by Lena (Frida Hallgren), a local woman with a past with the local doctor. His music opens the hearts of the members of the choir, affecting their daily life: the slow Tore (André Sjöberg) has the chance to participate in the choir; Inger (Ingela Olsson), the wife of Stig, releases her repressed sexuality; Gabriella (Helen Sjöholm) takes an attitude against her abusive and violent husband; the gossiper and frustrated Siv (Ilva Lööf) opens her heart against Lena; the fat Holmfrid (Mikael Rahm) cries enough against the jokes of the businessman Arne (Lennart Jähkel); even Daniel starts loving people and Lena as the love of his life. When they are invited to participate in an important contest in Vienna, Daniel finds his music opening the heart of people making his dream come true.<br /><br />""Så Som I Himmelen"" is a touching and sensitive movie, with a very beautiful story. It is impressive how director Kay Pollak and the screenplay writers have been able to develop a great number of characters in 132 minutes running time. The performances are top-notch, supported by magnificent music score and at least two awesome moments: when Gabrielle sings her song in the concert, and certainly the last concert in Vienna with the audience, jury and everybody participating in the melody, and Daniel making his dream come true. Like in ""Teorema"", the stranger changes the lives, not of only a family, but of a conservative community. Further, like many European movies, the open conclusion indicates that Daniel actually died, at least in my interpretation, reaching peace with the success of his music. My eyes became wet in these two scenes. My vote is nine.<br /><br />Title (Brazil): ""A Vida no Paraíso"" (""The Life In the Paradise"")",positive
"Certainly expected more after seeing the cast list, but WOW!<br /><br />I think a first time director could have done a better job with this project, and the fact that a veteran like John Buechler made it, puzzles me to no end. Somehow, the budget allowed them to secure a bevy of D-List actors, whom they succeeded in embarrassing for an hour and a half. The unknown actors were just plain awful, less Steve Wastell who does a decent job as Axl. The story is so bad, that it really needs no mention. The overall production value seems standard, with some above average camera work, if you can make it through the God-Awful ""slo-mo"" scenes and the painful ""person on fire"" sequences. I knew it would be dumb, I just had no idea how dumb, and unfortunately it's time spent that can never be returned to me. I suppose if you enjoy really bad ""B"" films, this might work for you, but if you value any story at all, this one is simply dreadful... A complete waste of time.",negative
"In 1958, Clarksberg was a famous speed trap town. Much revenue was generated by the Sheriff's Department catching speeders. The ones who tried to outrun the Sheriff? Well, that gave the Sheriff a chance to push them off the Clarksberg Curve with his Plymouth cruiser. For example, in the beginning of the movie, a couple of servicemen on leave trying to get back to base on time are pushed off to their deaths, if I recall correctly. Then one day, a stranger drove into town. Possibly the coolest hot rodder in the world. Michael McCord. Even his name is a car name, as in McCord gaskets. In possibly the ultimate hot rod. A black flamed '34 Ford coupe. The colors of death, evil and hellfire. He gets picked up for speeding by the Sheriff on purpose. He checks out the lay of the land. He is the brother of one of the Sheriff's victims. He knows how his brother died. The Clarksberg government is all in favor of the Sheriff. There's only one way to get justice served for the killing of his brother and to fix things so ""this ain't a-ever gonna happen again to anyone"": recreate the chase and settle the contest hot-rodder style to the death. He goes out to the Curve and practices. The Sheriff knows McCord knows. The race begins... This is a movie to be remembered by anyone who ever tried to master maneuvering on a certain stretch of road.",positive
"I really hoped for the best with this one, but it just didn't happen. Financed at a very non-dutch manner and still looking great, with a style and pace that's very much like Hollywood. What I don't understand is how-with all these great benefits- the director,writer,producer still managed to make this film a completely horrible picture to watch. Filled with bad jokes, cheap nudity and actors that just can't really talk [act] in the english language. Kudo's for pulling it off, but what was this guy thinking!",negative
"This is a superb film and was immediately put in my top ten (trust me I know films!). It's one of the movies that really makes you think, not necessarily about the storyline but about yourself! The film is about a fifteen year old kid (Leland Fitzgerald)who kills an autistic boy. he is sent to juvenile hall where he meets Pearl Madison, his teacher. His relationship with Pearl slowly grows and eventually Pearl decides to write a story on Leland and his peers but as he gets closer to finding out Lelands motive he learns he must deal with his own issues first.<br /><br />This is a great film and a must see with great music by the pixies and a fantastic score! Watch it!",positive
"A black guy fights ..... and supposedly wins .... yeah ... 1/10. Obviously fiction.<br /><br />So we're presented with a damm nice title, a real nice tag line and even a nice plot line .. Thats about it, thats where it ends.. We move into fiction after that.<br /><br />Michael Jai White, the black guy so don't get confused with the name.. portrays a black guy.. Umm, thats all there is to the name..<br /><br />Its so hard to find decent help, must have hired the black guys friends to help cause the low budget, low ineptness of this movie, has the camera's shadow trailing the first scenes.... Yeah obvious idiot moment for the average guy like you and me.. but yeah...<br /><br />10 lines. review submitted,. if you paid to see this movie, you got screwed.",negative
"Guys and Dolls has to be one of my favorite musical movies ever. It is a very fun movie to watch and nothing more. it embodies what people have forgotten about musicals-musicals were made to entertain, not to to preach. Nowadays we have Rent and Chicago which are great musicals and good movies but they fail to bring us solid entertainment with no strings attached. The only thing that bothered me in the movie was Marlon Brando, the guy can't sing! It was very annoying to listen to him sing and talk when I couldn't understand him. If it weren't for Marlon I would have given this 10 stars. Guys and Dolls provides old-fashioned entertainment that we rarely get these days. Watch it to have a good time!!",positive
"Some movies are not for everyone. This accurately describes Igmar Bergaman's movie, Skammen (Shame). At only 18, I still have what I guess you could call a minor form of ADD and well, I watch movies to be entertained. Shame was a movie with a very interesting premise, of trying to convey the effect of war on the common people, it however fell short of accomplishing this for me. I don't know if it was the subtitles, black and white filming, length of the movie, or the fact that it took two hours out of my studying for a huge chemistry test, but I did not enjoy it. I understand it is considered a great movie and very important in the history of cinema, however, I think as my teacher pointed out, not everyone has liked or likes it. I guess I just wish it finished all of its many side plots. Maybe the translation lost something, but I felt there were infinite little off shoots that never met a conclusion. You would meet characters and never see them again, or really understand why they were included in the movie. My overall recommendation for this movie is that it's worth seeing, but only to form your own opinion on it. Whether or not you like or dislike it, it is necessary to respect the point that it is trying to convey.",negative
"I'm not sure if users ought to be allowed to review films after only sitting through half, but I'm afraid I just couldn't stand another minute.<br /><br />If this abject excuse for a film doesn't have the late, great GP spinning like a wheel in his grave, then I doubt anything will.<br /><br />The excellent review above 'Not a film for Parsons fans' sums up most of my feelings. How dare a (second rate) director and writer attempt something to which they're so clearly incapable of delivering. What were they thinking? Where to start?<br /><br />THE SCRIPT: I thought I'd be getting a slice of bittersweet Americana. What I got was poorly executed slapstick with no cliché left unturned. Stupid hippy? Check. Stupid fat cop? Check. Awful plot contrivances? Check. Embarrassingly written female characters? Double check. Total disregard for the story which you're trying to portray? Check.<br /><br />After a while, you realize that what you're watching is a soap and not a very well written one at that. Scene with Knoxville. Scene with Ex girlfriend. Scene with Knoxville which hasn't moved on much. Scene with Ex girlfriend which was a bit like the last one. And so on...<br /><br />THE DIRECTION: My friends and I decided, after some consideration, that watching this was like watching a bad episode of Quincy, or maybe a particularly poor Dukes of Hazzard. That's how bad the direction was. Terrible jump cuts, awful camera work, clunky ins and outs to scenes. God, it was cringeworthy. And then I discovered the director was an Irishman who's most noteworthy recent work is a really lousy BBC Sunday night drama called Monarch of the Glen (trust me, it's lowest common denominator TV). And then it all made sense...<br /><br />THE ACTING: Are we now so critical that when some random guy from the TV decides to give acting a go, if he's not so bad, he stinks, we applaud his efforts? Knoxville JUST ABOUT manages to get through every scene. Poor Christina A. has no such luck. Her performance is a car crash (though what you do with those lines, I don't know). The 'hippy' in the hearse: oh dear, oh dear, oh dear. Have we not moved on since Cheech and Chong?<br /><br />I could go on, but I think you get my drift. What I would say is that, as other reviews have mentioned, no one on this film clearly gives a flying damn for The Byrds, The Flying Burrito Brothers or Gram's solo work. They knew nothing about the American road movie and they certainly give a damn about trying to do anything with an admittedly decent story from rock mythology. This film was shallow, failed to explore anything and was jaw droppingly unfunny from beginning to...oh wait, I didn't quite make the end. And I suggest you stay away too.",negative
"""Beowulf"" is like a very bad game : no characters, no story, no real dialogues, bad fights ... It's probably the worst movie in the history of cinema. It's deadly boring, a lost of time. I'm really sorry for Christophe Lambert, who visibly doesn't know how to choose a role. If someone suggests you to see ""Beowulf"", believe me : run like mad.",negative
"Oh dear god. This was horrible. There is bad, then there was this. This movie makes no sense at all. It runs all over the map and isn't clear about what its saying at all. The music seemed like it was trying to be like Batman. The fact that 'Edison' isn't a real city, takes away. Since I live in Vancouver, watching this movie and recognizing all these places made it unbearable. Why didn't they make it a real city? The only writing that was decent was'Tilman' in which John Heard did a fantastic job. He was the only actor who played his role realistically and not over the top and campy. It was actually a shame to see John Heard play such a great bad guy with a lot of screen time, and the movie be a washout. Too bad. Hopefully someone important will see it, and at least give John Heard credit where credit is due, and hire him as lead bad guy again, which is where he should be. on the A List.",negative
"A woman who hates cats (Alice Krige) and her son (Brian Krause) have moved into a small town, and must deal with a mean teacher (Glenn Shadix), their incestuous relationship, a lovely girl (Mädchen Amick) and one hell of a big secret.<br /><br />Okay, so technically, this is a ""bad film"". But, who cares? It's so very fun! <br /><br />Impossible things (involving corn) happen, people freak out about kitty cats, there's bad one-liners, there's too much cheese to handle!<br /><br />So, yes. You will enjoy this. A lot. It won't move you, touch you, scare you, or thrill you in any way, but it will keep you entertained and laughing!",positive
"Love the TPB's but this was a lame episode. Didn't have the same feel that the series or the movie has. Looked like it was put together in a hurry. I didn't enjoy it at all. The so-called acting was awful. The cast appeared like they knew this was a money-grab of an episode to get to market quickly. I hope we don't have an easter special next because that will be it for me. The writing of this episode was definitely Mike Clattenburg's worst in the history of this show. The direction left a lot to be desired and I almost felt bad for the cast and crew of this weak attempt at a Christmas special. Like I said, I love the TPB's but this one goes to the trash bin.",negative
"Sheba Baby, is another Pam Grier Blaxploitation film. It was one of Pam's less visceral films of this genre. Pam plays Sheba Shane, who's a Chicago gumshoe. Sheba's father is the owner of a small loan company, in Missouri. When local mobsters try to run her father of of business, Sheba goes after the bad guys.<br /><br />Pam Grier had already made her mark in Blaxploitation films, by the time Sheba Baby came along. Fans of both Coffy and Foxy Brown, know that Pam is capable of an explosive intensity as an actress. In Sheba Baby, the fiery performance that viewers had come to expect from Pam, wasn't as evident in this film. Not that Pam doesn't kick-butt in Sheba Baby. She's just not as much of a runaway-train vigilante, as she was in her previous Blaxploitation films.<br /><br />The supporting cast in this film, are a distinct disappointment. So Sheba Baby is Pam's film, through and through. And though Pam's a bit more subdued than in her other films, she still gives a compelling performance in Sheba Baby. This film is definitely worth your time, if you're an ardent Pam Grier fan.",positive
"For Daniel Auteuil, `Queen Margot' was much better. For Nastassja Kinski, `Paris, Texas' was much better. The biggest disappointments were from Chris Menges (`CrissCross' and `A World Apart' cannot even be compared with this one), and Goran Bregovic for use of a version of the same musical theme from `Queen Margot' for this movie (Attention to the end of the film). If this was an American pop movie, I would not feel surprised at all; but for a European film with more independent actors and director, a similar common approach about child abuse with no original insight is very simple-minded and disappointing. There are those bad guys who kidnap and sell the underage people. There are those poor children who hate people selling them and wait to be saved by someone. And finally, there is that big hero who kills all the bad guys and saves these poor children from bad guys. Every character is shown in simple black and white terms: the good versus the evil. Plus, from the very beginning, I could understand how the story would end. Is this the end of the history of child sexual abuse? I believe that the difficult issue of child molestation and paedophilia is much more complex than how it is portrayed in this not very original movie. I think this movie was not disturbing, but very disappointing.",negative
"I've seen tons of HK actioners, and this one is right at the top of the genre. The action scenes are as exciting and kinetic as anything you've ever seen in any action movie. The kung fu is spectacular, the pyrotechnics eye-popping, the stunt work heartstopping. The editing is perfectly paced, heightening the tension and complimenting the fluid camera work. This film is directed by old pro Corey Yuen, whose resume is stuffed with some of the best work of the genre, including the Jet Li vehicle The Legend of Fong Sai-Yuk. If there is one thing lacking in this film it is the presence of a three-dimensional character, though Martin, the male lead, comes closest to it. This movie is full of archetypes rather than characters--the sexy killer, the goofy thief and his bitchy girlfriend, the cackling villains. That said, Shannon Lee has a terrific screen presence; she's great with the fighting, the stunts, and the guns. When she's onscreen it's hard to take your eyes off her. She's that good. Why isn't this woman a major star?",positive
"This film would be considered controversial today, but is still very funny. The racial stereotyping is done from the view of humor & not hate. This film strips off & shows how corrupt politicians already were in the early 1930's. This film proves it started before the 1970's & beyond when it has accelerated in the United States. Lloyd is still in his typical genre here, even though his character was raised in China. <br /><br />The meaning of a Cat's Paw in this instance is a person who is running for political office but is being used by the established political machine to advance their agenda. In other words, they think this guy (Lloyd)is harmless when he runs for office. Then when he gets elected, he surprises them.<br /><br />This same theme is used later in James Stewarts film Mr. Smith goes to Washington. Stewarts is more famous & has a stronger message. This film is more clever & subtle which are Harold Lloyds trademarks. <br /><br />There is still the heart of romantic comedy hidden with the facade of the movie but today's mainstream audiences would still appreciate the political humor & the ending is absolutely priceless. I wish someone could beat today's political system in this way. I was surprised how much I enjoyed this film & find myself wishing Harold had done more like it during the 1930's. <br /><br />At least we have this one. I think the person who is quoted most in the movie is fictional Ling Po. I always thought Confusicus was the wise one but this one makes me believe the wisdom of China was not limited to him & is a vast field of comedy Lloyd mined in this movie.",positive
"There was a genie played by Shaq His name was Kazaam, and he was whack His rhymes were corny, this lines were bad some stupid kid cryin over his stupid dad bad actin, bad casting, bad special effects whats next? this movie sucks Prolly didn't make 20 bucks he lives in a boombox not a lamp hurts like a cramp like a wet food stamp...<br /><br />Yeah, you get it, a stupid rhyming genie who can't act, in a stupid movie with horrible special effects. Oh, and its confusing as hell. I'm not even gonna go on. Let's just say, it belongs in the ""its so bad, its funny"" category. Watch it once with your buddies and get a good laugh. But don't expect anything spectacular.",negative
"Friz Freleng's 'Rumours' is an excellent Private Snafu cartoon that warns against spreading panic-inducing rumours during wartime. Produced, as were all the Snafu shorts, to be shown to military audiences as entertaining instructional films, 'Rumours' is extremely imaginative and crams tons of ideas into its very brief lifespan. When Snafu starts a rumour about a bombing, it escalates into an eventual rumour that America has lost the war. This is illustrated brilliantly by way of a long, rubbery piece of baloney and several strange, fictional creatures who come back to haunt Snafu with ever more terrible news about his country's military. 'Rumours' is inventive, fast paced and funny, all of which help to overshadow the rather laboured, ""don't badmouth the military"" message. It stands up as one of the best of the Private Snafu shorts.",positive
"A strong woman oriented subject after long, director Krishna Vamsi's Shakti- The Power, the Desi version of the Hollywood hit Not Without My Daughter is actress Sridevi's first home-production. A story about a woman's fight against harsh injustice.<br /><br />The story of the film revolves around Nandini (Karisma Kapoor) who lives in Canada with her two uncles (Tiku Talsania, Jaspal Bhatti). There she meets Shekhar (Sanjay Kapoor), falls in love with him and they soon marry. Their family is complete when Nandini has a boy, Raja (Master Jai Gidwani). But their happiness is short lived, as the news of Shekhar's ailing mother (Deepti Naval)makes them leave their perfect life in Canada and come to India. And that's when the problems start. From the moment they reach<br /><br />India, both are shocked to see the pollution and the vast throngs of people everywhere. They take a crowded train to reach Shekhar's village and when they finally reach the station, they have to catch a long bus drive to his village. The filthy sweaty bus combined with the uncertain terrain makes it a never-ending drive. And unfortunately for them, a frenzied mob that beat Shekhar out of shape for no fault of his attacks their bus. Fortunately, they get shot dead just in time before they can further harm him. After that, they drive to the handing Havel where Shekhar''s father, Narsimha (Nana Patekar) lives with his wife (Deepti Naval). Nandani realized that her father-in-law is in command as soon as she enters the place, but her only solace is her mother-in-law's warm welcome.<br /><br />Living there, Nandini learns of her father-in-laws tyrannical behavior and realizes that ruthless killing is a way of life for him. The day she sees her father-in-law teach her son to throw a bomb, she loses it and lashes out against him, insisting to Shekhar that they move back to Canada. But terror strikes again when Shekhar is murdered one day, leaving a broken down Nandini alone with her son in this strange land where she is harrowed by a cruel father-in-law. Her fight against this man to save her son is what makes up the climax of this emotional heart-wrenching film.<br /><br />What sets apart Shakti from most films being made off late is also the rural setting of the movie. The only drawback is Ismail Darbar''s music, which fails to rise above the script. The only saving grace is the sexy item number Ishq Kameena, which has been composed by Anu Malik. Another pat for the director comes because he has extracted some splendid performances from his cast. Karisma Kapoor is the life of the film and has given a moving performance as a helpless mother. She is sure to win awards for this heated portrayal. Second is actor Nana Patekar who is back with a bang with this film. His uncouth mannerisms suit him to the hilt and he's shown his versatility once again with this role. Sanjay Kapoor is the surprise packet of the film with a sincere and effective portrayal that stands up against both the other actors. Deepti Naval too is in top form and her Pr-climax showdown with Nana is praiseworthy. Shahrukh's cameo provides the lighter moments and surely he's been pulled in to get the required star value. Though his role was not really required, he's done it well. Overall, Shakti is a far superior film than most churned out these days and the Pr-release hype is sure to get it a good opening. Shakti is sure to get the critics and audience thumps up. So what if the film needs to be desperately trimmed by at least 2 reels to better the impact. Shakti still has the power to go on without a hitch!",positive
"I feel it is my duty as a lover of horror films to warm other people about this horrible and very very bad ""horror"" film. Don't waste your time or money on this film, the acting is bad, the story is just one of the worst i have come across and the script was just awful. Nothing about it was good, you end up thinking to yourself why am i watching this crap. The plot had so many holes in it and they never got cleared up in the end, it was just so bad, i don't know how a film so terrible could be made. As i said before i love horror films and i was so let down, it was an 18 but you see little blood and no scares or jumps at all. Also what annoyed me was how stupid things happened in the film that had no point to the plot at all like the brother and sister kissing, why? is all i can say. Just don't bother, there are far more great horror films out there, just don't waste your time life is too short.",negative
"Shawn Michaels vs. Edge-8- Kind of hard to believe Shawn Michaels is in the opening match but still a great match by both men, Edge, whether you like or not is a great performer in the ring, and Shawn Michaels is just ageless when it comes to his performance The Undertaker vs. Heidenreich. Casket Match-2- OK, after a good opening match, now this, what a crappy match. Undertaker has given some great matches at the Royal Rumble, and 1998's Royal Rumble against Shawn Michaels was the same type of match, but this is way worse then that match.<br /><br />Kurt Angle vs. Big Show vs. Bradshaw. Triple Threat WWE Championship-6- It's alright, i feel all three men could of given a better performance, this just really didn't show them at their best.<br /><br />Randy Orton vs. Triple H. World Heavyweight Championship-9- Triple H gets a clean win, can you believe it, sure he takes out the Sledgehammer but doesn't use it. Randy Orton did great when acting like he got a concussion, but how he got the concussion is really ridiculous. I really liked this match, this was the best performance i've seen from HHH in forever.<br /><br />The Royal Rumble Match-7- This was highly entertaining and i usually don't score the royal rumble match this high. The winner is again, very predictable, but just this had a lot of moments that were very entertaining to watch The segments with Flair and Guerrero are hilarious the best segments i've seen in a while.<br /><br />Overall, this is a great PPV and a must own for wrestling fans.",positive
"This movie is a love story set in the backdrop of war. Everything about the movie was perfect. I just saw the movie yesterday and I want to get my own DVD asap and watch it many times over. The story ends as it started I was very happy that he came back and I was proud of her for becoming a doctor and fulfilling her father's dream. She honored her father, boyfriend-husband, and her lover. The character had many shades. Christian Bale is also an phenomenal actor. Some stories do have happy endings. Aside from the love story angle I thought about how a beautiful, serene and peaceful island had been affected by war and it made me realize the true devastation war can have on its people...government makes the decision whereas the people suffer. Her father was a very educated man and wanted more for his daughter while she had regular dreams. I loved the scene where she is complaining about not getting a dowry and I also loved the scene where both lived through the earthquake. They were survivors.",positive
"I put this film in the queue on a whim after a recent trip to NYC, and I couldn't believe I'd never heard of it anywhere! It has all the makings of a cult classic, starting with the characters. They are archetypal roles we recognize from every stretch of daily life, but were so nuanced and fully realized by the actors playing them (Peter Stormare and Bai Ling's performances were particularly strong). Their interactions are poignant and grounded while at the same time brimming with a subtle, quirky humor that is (sadly) all too rare in American films these days. Writer/director Ramin Niami does a beautiful job of weaving these scenes together into a funny and moving portrait of a city of the past. Highly recommended!",positive
"I don't think most people give this movie as much credit as it deserves. I love low budget horror movies and this takes the cake, especially for originality. Yes the Scarecrow is a Kung-Fu fighting frightner, but why not? No one else is willing to go that far. I really haven't had this much fun watching a movie since Candyman. So the town picks on this one kid calling him scarecrow, even his mom doesn't care about him. Then he gets killed and the spirit is infused with in the Scarecrow, who then goes on a Killing spree. His demise is relatively easy to assume once the movie gets going. The dedications at the end go straight to a bunch of horror directors, but with most dedication towards Dario Argento really struck me as cool, these folks who wanna make movies of a newer genre. Over the movie has a lot of Arnold rip offs, with one liners you'll definitely laugh at like stick around and he kills the sheriff with a stick. I would say, grab a pizza some friends an laugh your A$$ off with this movie. I love it for its originality, most fun.",positive
"this film is wonderful film for students of film. in mainstream American film it is common to see stylistic techniques used to draw the audience into the movie. in this film, the director uses stylistic techniques to push the story forward.<br /><br />this is a love story that offers no sex. to be honest, i can't even recall the characters kissing. rather, the plot focuses on the emotional ties between the two characters.<br /><br />i would not recommend this film for everybody. it is not very accessible. it is very slow moving and the subtle. it is a difficult film and mostly not entertaining.<br /><br />i would reccoment this film to people who want to see something different. it is a piece of art. the soundtrack is most beautiful and visually, every frame is a photograph. and most beautiful of all, it's not visually stimulating for the sake of being visually stimulating. every frame illustrates a little bit more of the story...",positive
"What gives this movie its personality is the knowledge, in the end, that it is all true. While it is a compelling and humorous documentary that does border on mockumentary in some parts (are they staged or is it really happening humorously?), it does seem to get a bit long towards the end.<br /><br />This movie is funny in places it needs to be, and flows relatively well. Reminiscent of Christopher Guest's movies, if you liked those or Adaptation then I recommend you keep a look out for this one.<br /><br />B+",positive
"What a stupid idea. Ewoks should be enslaved and tortured. Utterly useless as a species... Fine you want ten lines of text regarding my unending hatred of Ewoks? Fine, here it is, fool. First of all, they are an inferior race that would be slaughtered en mass had Lucas not pussified the entire series with their foul presence. They're little bears with large asses, and they probably smell like donkey crotch. Yeah, I said it, donkey crotch. They have little to no technology whatsoever, resorting to using sticks as makeshift weapons. I'm surprised they even had access to fire. Their guttural language makes my skin crawl. Can't...suppress...anti-Ewok...RAGE! AHHH!!!",negative
This movie is a disgrace. How can you take one of the greatest science fiction stories of all time and turn it into some kind of half-assed love story. The entire beginning of the movie was not in the H.G. Wells story and didn't need to be. Also the Eloi were done completely wrong. They did build houses or form any kind of real society. They didn't care about each other at all. That was an important part of the story. The way they had formed a world that was without hardship or complex emotions. They were barely even aware of the Morlocks. I don't know why this movie was made the way it was but some stories should be told as they are or left alone.,negative
"They said it would be a film greater than Turks Fruit. How dare<br /><br />they? It's not even 10% of this classic. Bad acting. The only character i felt sympathy for was the one<br /><br />played by Angela Schijf. Her acting was the best in the whole film. The story could've been interesting, but it wasn't. Some scenes were very beautiful filmed (lights and camera), (the<br /><br />opening scene for example), but the bad acting made the magic<br /><br />disappear.<br /><br />I really don't understand why so many people voted this film so<br /><br />good.",negative
"This gem captures early 80's life brilliantly. As a grad '83 boy<br /><br />myself, I must say that Valley Girl (along with Fast Times at<br /><br />Ridgemont High )stands out as the class of the teen sex film<br /><br />genre. The characters are accurate representatives of the era; the<br /><br />vapid mall chicks, pseudo punk rebels, preppy jocks are all<br /><br />represented here.<br /><br />I have seen this over ten times now. The music in the film was top<br /><br />notch. Unfortunately, these tunes could were never as popular in<br /><br />their era as those by arena cockrockers like Journey, Styx or<br /><br />Loverboy. Before the soundtrack existed, I searched out records<br /><br />and tapes (it was the 80's after all !) of Josie Cotton, Sparks,<br /><br />Plimsouls and Modern English.<br /><br />This movie deserves respect. It isn't just a good 80's teen flick. It is<br /><br />a great film. Period.",positive
